station id, station name, valid,povp. T [°C],količina padavin [mm]
_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 23:40,20.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-07 23:50,20.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 00:00,19.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 00:10,19.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 00:20,19.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 00:30,19.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 00:40,19.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 00:50,19.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 01:00,18.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 01:10,18.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 01:20,18.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 01:30,18.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 01:40,18.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 01:50,18.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 02:00,18.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 02:10,17.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 02:20,17.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 02:30,17.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 02:40,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 02:50,17.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 03:00,17.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 03:10,17.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 03:20,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 03:30,17.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 03:40,17.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 03:50,17.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 04:00,17.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 04:10,17,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 04:20,16.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 04:30,17,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 04:40,17,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 04:50,17,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 05:00,17,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 05:10,17,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 05:20,17,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 05:30,17.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 05:40,17,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 05:50,16.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 06:00,16.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 06:10,16.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 06:20,16.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 06:30,17.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 06:40,17.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 06:50,17.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 07:00,17.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 07:10,18,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 07:20,18.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 07:30,18.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 07:40,18.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 07:50,18.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 08:00,19,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 08:10,19.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 08:20,19.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 08:30,19.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 08:40,20.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 08:50,20.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 09:00,20.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 09:10,20.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 09:20,20.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 09:30,20.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 09:40,20.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 09:50,20.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 10:00,20.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 10:10,20,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 10:20,19.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 10:30,19.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 10:40,19.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 10:50,19.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 11:00,19,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 11:10,18.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 11:20,18.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 11:30,18.3,0.7

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 11:40,18.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 11:50,18.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 12:00,18,3.6

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 12:10,18,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 12:20,17.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 12:30,17.9,3.4

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 12:40,17.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 12:50,17.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 13:00,17.8,2.1

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 13:10,17.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 13:20,17.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 13:30,17.7,2.4

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 13:40,17.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 13:50,17.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 14:00,17.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 14:10,17.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 14:20,18.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 14:30,18.3,0.1

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 14:40,18.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 14:50,19,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 15:00,19.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 15:10,19.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 15:20,19.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 15:30,19.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 15:40,20,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 15:50,20,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 16:00,20.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 16:10,20.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 16:20,19.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 16:30,20,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 16:40,20,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 16:50,20.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 17:00,20.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 17:10,20.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 17:20,20.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 17:30,19.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 17:40,19.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 17:50,19.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 18:00,19.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 18:10,19.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 18:20,19.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 18:30,19.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 18:40,19.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 18:50,19,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 19:00,18.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 19:10,18.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 19:20,18.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 19:30,18.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 19:40,18.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 19:50,18.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 20:00,18.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 20:10,18.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 20:20,18.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 20:30,18.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 20:40,18.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 20:50,18.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 21:00,18.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 21:10,18.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 21:20,18.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 21:30,18.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 21:40,18.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 21:50,18.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 22:00,18.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 22:10,18.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 22:20,18.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 22:30,18.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 22:40,18.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 22:50,18.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 23:00,18.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 23:10,18,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 23:20,17.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 23:30,17.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 23:40,17.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-08 23:50,18,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 00:00,18,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 00:10,18,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 00:20,18,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 00:30,17.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 00:40,17.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 00:50,18,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 01:00,18,0.1

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 01:10,17.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 01:20,17.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 01:30,17.9,0.9

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 01:40,17.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 01:50,17.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 02:00,17.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 02:10,17.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 02:20,17.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 02:30,17.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 02:40,17.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 02:50,17.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 03:00,17.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 03:10,17.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 03:20,17.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 03:30,17.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 03:40,17.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 03:50,17.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 04:00,17.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 04:10,17.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 04:20,17.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 04:30,17.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 04:40,17.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 04:50,17.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 05:00,17.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 05:10,17.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 05:20,17.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 05:30,17.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 05:40,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 05:50,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 06:00,17.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 06:10,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 06:20,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 06:30,17.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 06:40,17.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 06:50,17.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 07:00,17.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 07:10,17.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 07:20,17.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 07:30,17.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 07:40,17.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 07:50,17.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 08:00,18,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 08:10,18.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 08:20,18.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 08:30,19,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 08:40,19,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 08:50,19.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 09:00,19.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 09:10,19.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 09:20,19.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 09:30,19.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 09:40,19.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 09:50,19.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 10:00,19.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 10:10,19.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 10:20,19.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 10:30,20.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 10:40,20.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 10:50,20.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 11:00,20.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 11:10,20.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 11:20,20.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 11:30,20.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 11:40,19.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 11:50,19.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 12:00,19.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 12:10,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 12:20,18.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 12:30,18.6,0.9

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 12:40,18.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 12:50,17.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 13:00,17.6,4

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 13:10,17.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 13:20,17.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 13:30,17.9,1.7

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 13:40,17.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 13:50,18,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 14:00,18.2,0.2

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 14:10,18.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 14:20,18.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 14:30,18.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 14:40,19.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 14:50,19.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 15:00,19.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 15:10,19.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 15:20,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 15:30,19,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 15:40,19,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 15:50,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 16:00,19.1,0.2

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 16:10,19.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 16:20,19.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 16:30,19.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 16:40,19.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 16:50,19,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 17:00,18.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 17:10,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 17:20,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 17:30,18.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 17:40,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 17:50,18.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 18:00,18.5,0.4

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 18:10,18.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 18:20,17.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 18:30,17.6,2.1

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 18:40,17.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 18:50,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 19:00,17.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 19:10,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 19:20,17.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 19:30,17.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 19:40,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 19:50,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 20:00,17.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 20:10,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 20:20,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 20:30,17.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 20:40,17.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 20:50,17.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 21:00,17.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 21:10,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 21:20,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 21:30,17.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 21:40,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 21:50,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 22:00,17.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 22:10,17.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 22:20,17.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 22:30,17.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 22:40,17.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 22:50,17,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 23:00,17.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 23:10,17,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 23:20,16.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 23:30,16.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 23:40,16.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-09 23:50,16.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 00:00,16.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 00:10,16.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 00:20,16.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 00:30,16.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 00:40,16.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 00:50,16.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 01:00,16.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 01:10,16.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 01:20,16.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 01:30,16.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 01:40,16,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 01:50,15.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 02:00,15.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 02:10,15.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 02:20,15.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 02:30,15.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 02:40,15.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 02:50,15.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 03:00,15.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 03:10,15.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 03:20,15.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 03:30,15.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 03:40,15.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 03:50,15.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 04:00,15.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 04:10,15.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 04:20,15.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 04:30,15.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 04:40,15.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 04:50,15.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 05:00,15.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 05:10,15.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 05:20,15.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 05:30,15.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 05:40,15.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 05:50,15.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 06:00,15.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 06:10,15.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 06:20,15.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 06:30,15.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 06:40,15.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 06:50,15.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 07:00,15.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 07:10,15.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 07:20,15.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 07:30,15.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 07:40,16,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 07:50,16,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 08:00,16.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 08:10,16.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 08:20,16.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 08:30,16.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 08:40,16.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 08:50,16.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 09:00,17,0

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 09:10,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-09-10 09:20,17.6,

